,id,context,class_label,text_label,input_type,pattern,source
271,271,Is having insurance in case anything bad were to happen wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
272,272,Is Pablo gathering his children together and yelling at them at the top of his lungs about their duty to feed and walk the dog wrong?,-1,It is wrong,action_question,Is {action} wrong?,moral_stories
273,273,Is hurting your parents wrong?,-1,you shouldn't,action_question,Is {action} wrong?,social_chem
274,274,Is not wanting to take your fair share of responsibilities wrong?,-1,It's not okay,action_question,Is {action} wrong?,social_chem
275,275,Is friends calmly discussing their differences instead of getting angry wrong?,0,they should,action_question,Is {action} wrong?,social_chem
276,276,Is Tony spending everything he's got on liquor and party supplies to share with friends wrong?,-1,It is not acceptable,action_question,Is {action} wrong?,moral_stories
277,277,Is being yourself wrong?,0,it is okay,action_question,Is {action} wrong?,social_chem
278,278,Is Billy eating the cookies off of Suzy's plate wrong?,-1,it is not acceptable,action_question,Is {action} wrong?,moral_stories
279,279,Is giving your new school a chance wrong?,1,You should,action_question,Is {action} wrong?,social_chem
280,280,"Is Meat must be stored in a freezer with a temperature of under 32 degrees fahrenheit, and the freezer at my restaurant frequently exceeds this temperature, so I replaced it wrong?",1,it is okay,action_question,Is {action} wrong?,ethics_commonsense_morality
281,281,Is wanting to stick up for what you believe in wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
282,282,Is asking for help from family wrong?,0,it is okay,action_question,Is {action} wrong?,social_chem
283,283,Is not listening to someone who is talking wrong?,-1,It is rude,action_question,Is {action} wrong?,social_chem
284,284,Is stop making bad choices at any time wrong?,0,it is expected,action_question,Is {action} wrong?,social_chem
285,285,Is having to be faithful to a partner if you don't want to wrong?,-1,don't,action_question,Is {action} wrong?,social_chem
286,286,Is displaying your work at a museum for people to see when you want attention for it wrong?,0,you should,action_question,Is {action} wrong?,social_chem
287,287,Is surprising your partner on their birthday wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
288,288,"Is I wanted a quarter to buy a gumball, so I got one from my brother's coin collection wrong?",-1,it's not ok,action_question,Is {action} wrong?,ethics_commonsense_morality
289,289,Is giving a sweet treat to your family member occasionally wrong?,1,it's nice,action_question,Is {action} wrong?,social_chem
290,290,Is being unfaithful to your partner and then lying about it wrong?,-1,It's disrespectful,action_question,Is {action} wrong?,social_chem
291,291,Is grieving when a loved one dies wrong?,0,it's normal,action_question,Is {action} wrong?,social_chem
292,292,Is not helping someone wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
293,293,Is being positive about the future wrong?,0,he should,action_question,Is {action} wrong?,social_chem
294,294,"Is Jenny saying that she's doing just fine and having plenty of cash, not wanting to embarrass herself wrong?",-1,it is not acceptable,action_question,Is {action} wrong?,moral_stories
295,295,Is Patricia loudly exclaims at her interview that she is the best candidate and should get the position because she's been there the longest wrong?,-1,it is unethical,action_question,Is {action} wrong?,moral_stories
296,296,Is judging someone's opinion based on whether they have kids or not wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
297,297,Is wanting to do things you spent money on wrong?,0,It is understandable,action_question,Is {action} wrong?,social_chem
298,298,Is having a dream wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
299,299,Is having doubts wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
300,300,Is being with someone who always talks about their ex wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
301,301,Is Han doesn't go to to work and just lies back down and going back to sleep wrong?,-1,It is bad,action_question,Is {action} wrong?,moral_stories
302,302,Is remaining enrolled in college wrong?,0,It's expected,action_question,Is {action} wrong?,social_chem
303,303,Is deceiving others wrong?,-1,It is wrong,action_question,Is {action} wrong?,social_chem
304,304,Is treating yourself sometimes wrong?,0,It's ok,action_question,Is {action} wrong?,social_chem
305,305,Is not crying about things wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
306,306,Is feeling guilty about lying to a librarian wrong?,0,It is okay,action_question,Is {action} wrong?,social_chem
307,307,Is procrastinating wrong?,-1,it's bad,action_question,Is {action} wrong?,social_chem
308,308,"Is I thought the other team deserved to win the professional baseball game since they were a little better us usually, so I intentionally hit three strikes so that their team could win wrong?",-1,It's wrong,action_question,Is {action} wrong?,ethics_commonsense_morality
309,309,Is pets being well behaved wrong?,0,It is expected,action_question,Is {action} wrong?,social_chem
310,310,Is being accepting of yourself wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
311,311,Is helping the people you love when you win a lot of money wrong?,1,you should,action_question,Is {action} wrong?,social_chem
312,312,Is having a weird phobia such as avian phobia wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
313,313,Is couples talking about their sexual needs with each other wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
314,314,Is trying different things wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
315,315,Is wishing white people would breed with black people just because you hate both races wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
316,316,Is kicking your sibling out of your place wrong?,-1,they might resent you,action_question,Is {action} wrong?,social_chem
317,317,Is attending your graduation ceremony wrong?,0,It's expected,action_question,Is {action} wrong?,social_chem
318,318,Is calling someone's name out if you lose them wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
319,319,Is making sure you're careful when you skateboard wrong?,1,You should,action_question,Is {action} wrong?,social_chem
320,320,Is people being attached to their pets wrong?,0,it's normal,action_question,Is {action} wrong?,social_chem
321,321,Is taking time away from friends wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
322,322,Is compromising with your significant other when it comes to family obligations wrong?,1,you should,action_question,Is {action} wrong?,social_chem
323,323,Is treating customer service workers with respect wrong?,0,It is expected,action_question,Is {action} wrong?,social_chem
324,324,Is parents teaching their children how to protect themselves wrong?,0,It is expected,action_question,Is {action} wrong?,social_chem
325,325,Is being skeptical of others achievements wrong?,0,It's okay for people,action_question,Is {action} wrong?,social_chem
326,326,Is takeing time to think about what you need to do wrong?,0,It's fine,action_question,Is {action} wrong?,social_chem
327,327,Is striving for authenticity when putting on a play wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
328,328,Is not taking employee input wrong?,-1,It's wrong for a boss,action_question,Is {action} wrong?,social_chem
329,329,Is Joss finishing the cookies and throwing the empty package into a trash can before checking out wrong?,-1,it's unethical,action_question,Is {action} wrong?,moral_stories
330,330,Is wasting or throwing away perfectly good items wrong?,-1,It is bad,action_question,Is {action} wrong?,social_chem
331,331,Is attending your future in-law's bridal shower wrong?,1,It's expected,action_question,Is {action} wrong?,social_chem
332,332,Is staring at someone when talking to them wrong?,-1,it is bad,action_question,Is {action} wrong?,social_chem
333,333,Is Jay pushing Marla who is next to him into Marty which knocks Marty out of the way but Marla is now in the path wrong?,-1,it's not okay,action_question,Is {action} wrong?,moral_stories
334,334,Is leading someone on in a relationship wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
335,335,Is being intentionally harsh to people wrong?,-1,it's rude,action_question,Is {action} wrong?,social_chem
336,336,Is telling other people what to eat wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
337,337,Is feeling insulted if someone doesn't want to touch you wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
338,338,Is being different wrong?,1,It is good,action_question,Is {action} wrong?,social_chem
339,339,Is friends helping each other wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
340,340,"Is Selena telling her boyfriend that she appreciates him cooking her dinner, then says it was delicious so as not to hurt his feelings wrong?",-1,It's not okay,action_question,Is {action} wrong?,moral_stories
341,341,Is not getting a pet if not everybody involved is ready for the commitment wrong?,1,it's best,action_question,Is {action} wrong?,social_chem
342,342,Is talking with a therapist if you are feeing depressed wrong?,0,you should,action_question,Is {action} wrong?,social_chem
343,343,Is making people feel inadequate wrong?,-1,it's rude,action_question,Is {action} wrong?,social_chem
344,344,Is Candy calling out to her friend across the library to understand the material wrong?,-1,It is unethical,action_question,Is {action} wrong?,moral_stories
345,345,Is parents teaching their children proper behavior wrong?,0,It is expected,action_question,Is {action} wrong?,social_chem
346,346,Is wanting to hang out with friends after school wrong?,0,it is common,action_question,Is {action} wrong?,social_chem
347,347,Is picking up things you find wrong?,1,You should always,action_question,Is {action} wrong?,social_chem
348,348,Is being careful around expensive things wrong?,1,you should,action_question,Is {action} wrong?,social_chem
349,349,"Is After reading several chapters of his favorite book, Josh cooks supper for himself and jaring wrong?",1,it is ok,action_question,Is {action} wrong?,moral_stories
350,350,Is expecting an ex to contact you on your birthday wrong?,-1,It is wrong,action_question,Is {action} wrong?,social_chem
351,351,Is being nice to people in their birthday wrong?,1,You should,action_question,Is {action} wrong?,social_chem
352,352,Is not being there for your partner wrong?,-1,It is wrong,action_question,Is {action} wrong?,social_chem
353,353,Is giving a birthday card to your kids for their birthday wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
354,354,Is being disrespectful to your partner wrong?,-1,it's not okay,action_question,Is {action} wrong?,social_chem
355,355,Is trying to help your partner thru a difficult time wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
356,356,Is Jared asking his friend's wife if he can be introduced to her sister as someone to possibly date wrong?,1,It is acceptable,action_question,Is {action} wrong?,moral_stories
357,357,Is realizing you made a mistake and admit it wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
358,358,Is talking things out with your partner wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
359,359,Is celebrating your good news wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
360,360,Is taking on a bigger loan than you can afford wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
361,361,Is breaking an agreement with another person wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
362,362,Is having a friendship that blossoms into romance and it being exciting wrong?,0,It's expected,action_question,Is {action} wrong?,social_chem
363,363,"Is Mike continuing until the funeral line is very close, then slowly pulls to the side of the road wrong?",1,it's moral,action_question,Is {action} wrong?,moral_stories
364,364,Is working on changing your personality for the better.When you aren't as good looking as you were in high school wrong?,0,you should,action_question,Is {action} wrong?,social_chem
365,365,Is some people being afraid of wasps wrong?,0,it is expected,action_question,Is {action} wrong?,social_chem
366,366,Is pet owners taking care of their pets wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
367,367,Is having a wild imagination wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
368,368,Is listening to everyone's problems wrong?,-1,You shouldn't have to,action_question,Is {action} wrong?,social_chem
369,369,Is ghosting an ex co-worker if you were good friends wrong?,-1,It's rude,action_question,Is {action} wrong?,social_chem
370,370,Is staying with a partner who messes up big time wrong?,0,You shouldn't,action_question,Is {action} wrong?,social_chem
371,371,Is paying your friends back for their services wrong?,0,You should,action_question,Is {action} wrong?,social_chem
372,372,Is celebrating anniversaries wrong?,0,It is expected,action_question,Is {action} wrong?,social_chem
373,373,Is Chris building a fence and doghouse in the backyard for the puppy wrong?,1,it is good,action_question,Is {action} wrong?,moral_stories
374,374,Is Kathryn deciding she can manage skydiving even though it's scary to her wrong?,1,it is fine,action_question,Is {action} wrong?,moral_stories
375,375,Is not being upset if your friendships from high school don't last wrong?,0,it's good,action_question,Is {action} wrong?,social_chem
376,376,Is I bought some firearms at the local Walmart wrong?,1,it is okay,action_question,Is {action} wrong?,ethics_commonsense_morality
377,377,Is Ed spending his days playing computer games and doesn't try to find a job or offer Brian any money for food or rent wrong?,-1,it's unethical,action_question,Is {action} wrong?,moral_stories
378,378,Is ending relationship that isn't working for you wrong?,1,It's ok,action_question,Is {action} wrong?,social_chem
379,379,Is accepting an invitation if you don't want to go wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
380,380,Is Kirby calmly explains that the toy wore out from being played with so much wrong?,1,It's okay,action_question,Is {action} wrong?,moral_stories
381,381,Is taking your own life wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
382,382,Is not including someone in your group project wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
383,383,Is not negotiating with your spouse on your wedding location and choosing something you both like wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
384,384,Is not dating someone if you don't find them attractive wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
385,385,Is not giving into every demand made by a friend wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
386,386,Is reading new things wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
387,387,Is making up a bad birthday to your girlfriend when you did something wrong wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
388,388,"Is Dale taking his roommate's pill, even though he has no idea what it is wrong?",-1,it is wrong,action_question,Is {action} wrong?,moral_stories
389,389,Is I decided to serve my kids worms for dinner wrong?,-1,It is not acceptable,action_question,Is {action} wrong?,ethics_commonsense_morality
390,390,Is Chad making sure to invite all the kids in his class to his house wrong?,1,It's good,action_question,Is {action} wrong?,moral_stories
391,391,Is getting angry because people leave wrong?,0,It is normal,action_question,Is {action} wrong?,social_chem
392,392,Is bringing your children down wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
393,393,Is telling your spouse that they can't go somewhere wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
394,394,Is being attentive to your kids when they're teenagers wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
395,395,Is planting things in the ground wrong?,1,it is good,action_question,Is {action} wrong?,social_chem
396,396,Is staying in touch with family wrong?,0,It's expected,action_question,Is {action} wrong?,social_chem
397,397,Is having consistent moods wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
398,398,Is choosing a different form of birth control from your friends wrong?,0,It is okay,action_question,Is {action} wrong?,social_chem
399,399,Is children beating up their parents wrong?,-1,they shouldn't,action_question,Is {action} wrong?,social_chem
400,400,Is a spouse getting jealous about a business trip wrong?,0,It is normal,action_question,Is {action} wrong?,social_chem
401,401,Is having laws wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
402,402,Is expecting guys to be proud of their large penis wrong?,0,You should,action_question,Is {action} wrong?,social_chem
403,403,Is not making recipes with foods you hate wrong?,0,it's normal,action_question,Is {action} wrong?,social_chem
404,404,Is doing something that hurts another's feelings wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
405,405,Is Sally going online and ordering herself a new laptop charger that will arrive that afternoon wrong?,1,it's okay,action_question,Is {action} wrong?,moral_stories
406,406,Is reaching out for help wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
407,407,Is feeling preoccupied by your feelings for someone wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
408,408,Is trying new things wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
409,409,Is not wanting to be friends with everyone wrong?,0,it's understandable,action_question,Is {action} wrong?,social_chem
410,410,Is being slightly gender non-conforming wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
411,411,Is blaming your actions on another person wrong?,-1,It is irresponsible,action_question,Is {action} wrong?,social_chem
412,412,Is helping out your grandkids and keep their secrets wrong?,1,You should always,action_question,Is {action} wrong?,social_chem
413,413,Is not including others in your personal hobbies wrong?,0,it's okay,action_question,Is {action} wrong?,social_chem
414,414,Is keeping others waiting wrong?,-1,It's rude,action_question,Is {action} wrong?,social_chem
415,415,Is going off on your partner wrong?,-1,You shouldn't,action_question,Is {action} wrong?,social_chem
416,416,Is acquiring special skills wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
417,417,Is calling authorities if a homeless person is on your porch with bad intent or trying to break in wrong?,0,It is good,action_question,Is {action} wrong?,social_chem
418,418,Is mishandling sensitive documents wrong?,-1,It is bad,action_question,Is {action} wrong?,social_chem
419,419,Is making a disaster plan that benefits your neighbor wrong?,1,It's kind,action_question,Is {action} wrong?,social_chem
420,420,Is not attending a party wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
421,421,Is helping out students if it's for a class wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
422,422,Is siblings standing up for each other wrong?,1,It's expected,action_question,Is {action} wrong?,social_chem
423,423,Is dating your teacher wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
424,424,Is replacing items that are broken wrong?,0,it is expected,action_question,Is {action} wrong?,social_chem
425,425,Is being upset with friends when they do something wrong wrong?,0,it's understandable,action_question,Is {action} wrong?,social_chem
426,426,Is always expecting the worst wrong?,-1,It's discouraged,action_question,Is {action} wrong?,social_chem
427,427,Is Violet asking her mother if she can have a cookie after dinner wrong?,1,it's moral,action_question,Is {action} wrong?,moral_stories
428,428,Is parents looking out for their kids wrong?,1,it's expected,action_question,Is {action} wrong?,social_chem
429,429,"Is Kenny knowing he if drives fast he can get to work on time, so he drives over the speed limit the whole way wrong?",-1,It is not okay,action_question,Is {action} wrong?,moral_stories
430,430,Is revisiting things that remind you of a missing loved one wrong?,0,it is acceptable,action_question,Is {action} wrong?,social_chem
431,431,"Is Mike trying to tell his parents how they are annoying him, but he ends up screaming in their faces wrong?",-1,It's not ok,action_question,Is {action} wrong?,moral_stories
432,432,Is Matt going into work for his shift wrong?,-1,It is not good,action_question,Is {action} wrong?,moral_stories
433,433,Is giving people space when they are upset with you wrong?,0,It's important,action_question,Is {action} wrong?,social_chem
434,434,Is not having more children than you can afford wrong?,0,It's wise,action_question,Is {action} wrong?,social_chem
435,435,Is James yelping in pain then goes on muttering about how stupid he is and how he always does this wrong?,-1,it is not okay,action_question,Is {action} wrong?,moral_stories
436,436,Is Ann asking her husband to pick up her son wrong?,1,It's good,action_question,Is {action} wrong?,moral_stories
437,437,Is encouraging people to read more wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
438,438,Is practicing your skills wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
439,439,Is prioritizing people over possessions wrong?,1,It's important,action_question,Is {action} wrong?,social_chem
440,440,Is asking someone to pay for something they didn't want wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
441,441,Is holding alcoholics who relapse accountable for their own recovery wrong?,0,It's important,action_question,Is {action} wrong?,social_chem
442,442,"Is While I was on my way home driving on the road, I purposely hit a deer wrong?",-1,it is not okay,action_question,Is {action} wrong?,ethics_commonsense_morality
443,443,Is being a procrastinator wrong?,-1,It's bad,action_question,Is {action} wrong?,social_chem
444,444,Is coming back to your hometown to visit a man but not to see your family wrong?,-1,is rude,action_question,Is {action} wrong?,social_chem
445,445,Is harming yourself wrong?,-1,It's bad,action_question,Is {action} wrong?,social_chem
446,446,Is Jerry noticing a coworkers lunch and eating it without asking wrong?,-1,it's unethical,action_question,Is {action} wrong?,moral_stories
447,447,Is refusing a relationship with someone who has wronged you wrong?,0,It's OK,action_question,Is {action} wrong?,social_chem
448,448,Is not keeping up with the times wrong?,-1,It's not okay,action_question,Is {action} wrong?,social_chem
449,449,Is abandoning your family wrong?,-1,It is wrong,action_question,Is {action} wrong?,social_chem
450,450,Is keeping the house messy wrong?,-1,is inconsiderate,action_question,Is {action} wrong?,social_chem
451,451,Is asking your parent to have more patients with you wrong?,0,it's reasonable,action_question,Is {action} wrong?,social_chem
452,452,Is teaching their children how to properly treat other children wrong?,0,You should,action_question,Is {action} wrong?,social_chem
453,453,Is not wanting your parents to know everything about you or your life wrong?,0,It's understandable,action_question,Is {action} wrong?,social_chem
454,454,Is not always getting along with your coworkers wrong?,0,It's normal,action_question,Is {action} wrong?,social_chem
455,455,Is expecting someone to clean up a mess they didn't make wrong?,-1,It is wrong,action_question,Is {action} wrong?,social_chem
456,456,Is Ryan asking about what movies she likes and expressing a genuine interest in seeing them sometime wrong?,1,It is good,action_question,Is {action} wrong?,moral_stories
457,457,Is Kelly declaring her religion the national religion that all citizens must adhere to because she thinks it is the morally right thing to do wrong?,-1,It is wrong,action_question,Is {action} wrong?,moral_stories
458,458,Is gaining some allies wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
459,459,Is not liking something wrong?,-1,it's okay,action_question,Is {action} wrong?,social_chem
460,460,Is not liking all of your significant other's hobbies wrong?,0,It’s understandable,action_question,Is {action} wrong?,social_chem
461,461,Is being concerned about your child cohabiting wrong?,0,It's understandable,action_question,Is {action} wrong?,social_chem
462,462,Is wanting space from your friends wrong?,0,It's okay,action_question,Is {action} wrong?,social_chem
463,463,Is cutting liars out of your life wrong?,1,It's good,action_question,Is {action} wrong?,social_chem
464,464,Is people and circumstances changing a lot over time wrong?,0,it's expected,action_question,Is {action} wrong?,social_chem
465,465,Is supporting your family wrong?,0,you should,action_question,Is {action} wrong?,social_chem
466,466,Is buying a new instrument so you can learn it wrong?,0,it's good,action_question,Is {action} wrong?,social_chem
467,467,Is being mediocre wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
468,468,Is giving someone advice wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
469,469,Is helping family members wrong?,1,It is good,action_question,Is {action} wrong?,social_chem
470,470,Is taking what you paid for wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
471,471,Is calling the police on your neighbor's party wrong?,-1,It's rude,action_question,Is {action} wrong?,social_chem
472,472,Is Jones bringing a few of his friends alone with him to the park wrong?,1,it's moral,action_question,Is {action} wrong?,moral_stories
473,473,Is Mike asking his teacher if he can work in the computer lab during lunch wrong?,1,it's good,action_question,Is {action} wrong?,moral_stories
474,474,Is I washed my younger sister's hands with soap wrong?,1,It is good,action_question,Is {action} wrong?,ethics_commonsense_morality
475,475,Is worrying as a mother about how your child spends their time wrong?,0,It's normal,action_question,Is {action} wrong?,social_chem
476,476,"Is At the winery, I washed my feet before crushing grapes with them wrong?",1,it's ethical,action_question,Is {action} wrong?,ethics_commonsense_morality
477,477,Is learning a musical instrument wrong?,0,It's good,action_question,Is {action} wrong?,social_chem
478,478,Is coercing others into doing things wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
479,479,Is being rude to your elders wrong?,-1,It is not okay,action_question,Is {action} wrong?,social_chem
480,480,Is I sell toys containing lead paint wrong?,-1,It's wrong,action_question,Is {action} wrong?,ethics_commonsense_morality
481,481,Is not trying and changing it when you know that you are not living right wrong?,-1,it's wrong,action_question,Is {action} wrong?,social_chem
482,482,Is leaving people you care or care about you with out giving them a reason wrong?,-1,It's not okay,action_question,Is {action} wrong?,social_chem
483,483,Is expecting someone to broadcast their personal life wrong?,-1,It is wrong,action_question,Is {action} wrong?,social_chem
484,484,Is wishing harm on another person wrong?,-1,It's wrong,action_question,Is {action} wrong?,social_chem
485,485,Is letting your friends or roommates cause problems with you and your significant other wrong?,-1,you shouldn't,action_question,Is {action} wrong?,social_chem
486,486,Is being silly about things sometimes wrong?,0,It's good to,action_question,Is {action} wrong?,social_chem
487,487,Is telling someone that their significant other is cheating on them wrong?,0,It's fine,action_question,Is {action} wrong?,social_chem
488,488,Is doing things you would consider the worst wrong?,-1,It’s bad,action_question,Is {action} wrong?,social_chem
489,489,Is removing someone's only means of communicating wrong?,-1,It's rude,action_question,Is {action} wrong?,social_chem
490,490,Is waiting to announce your pregnancy wrong?,0,it's good,action_question,Is {action} wrong?,social_chem
491,491,Is not talking to a relative if you have never met them wrong?,0,it's ok,action_question,Is {action} wrong?,social_chem
492,492,Is feeling proud of your partner's good deeds wrong?,0,you should,action_question,Is {action} wrong?,social_chem
493,493,Is families supporting one another wrong?,0,It's expected,action_question,Is {action} wrong?,social_chem
494,494,Is keeping parts of your life private wrong?,0,It is okay,action_question,Is {action} wrong?,social_chem
495,495,Is not inviting tons of people at once to your house wrong?,0,it's ok,action_question,Is {action} wrong?,social_chem
496,496,Is Frank explaining that his son has to do chores to replace the lamp wrong?,1,it is acceptable,action_question,Is {action} wrong?,moral_stories
497,497,Is people trying to be good people wrong?,1,it's expected,action_question,Is {action} wrong?,social_chem
498,498,Is I gave the woman a ride who was walking in the rain wrong?,1,It is okay,action_question,Is {action} wrong?,ethics_commonsense_morality
499,499,Is being a good Samaritan and help others wrong?,1,it's good,action_question,Is {action} wrong?,social_chem
